"","ImageNumber","Count_Nuclei","FileName_Dna","FileName_Overlay","ImageQuality_PowerLogLogSlope_Dna","Mean_Nuclei_AreaShape_Area","Mean_Nuclei_Intensity_IntegratedIntensity_Dna","Mean_Nuclei_Intensity_MaxIntensity_Dna","Mean_Nuclei_Intensity_MeanIntensity_Dna","Metadata_gene","Metadata_plate","Metadata_posNum","Metadata_siRNA","Metadata_timeNum","Metadata_wellNum","PathName_Dna","PathName_Overlay","Metadata_gene_siRNA","Metadata_batch_treatment"
"208",208,292,"EMBO_2012_Group2--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.png.jpg",-1.499692962,618.8047945,5.330446418,0.01179696,0.00827244,"XWNeg9","EMBO_2012_Group2",1,"XWNeg9",90,51,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00051--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group2__XWNeg9"
"209",209,241,"EMBO_2012_Group1--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.png.jpg",-1.306000789,565.2863071,6.519069507,0.016710149,0.011184451,"Scramble","EMBO_2012_Group1",1,"s229174",90,91,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00091--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group1__Scramble"
"210",210,408,"EMBO_2012_Group1--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.png.jpg",-1.376810741,566.3063725,6.659270858,0.016014937,0.011351443,"XWNeg9","EMBO_2012_Group1",1,"XWNeg9",90,92,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00092--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group1__XWNeg9"
"211",211,299,"EMBO_2012_Group1--empty--empty--W0090--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0090--P001--T00090--Z000--C01.ome.png.jpg",-1.396886183,537.4715719,7.16673759,0.018839437,0.012678505,"empty","EMBO_2012_Group1",1,"empty",90,90,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00090--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"212",212,353,"EMBO_2012_Group1--empty--empty--W0089--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0089--P001--T00090--Z000--C01.ome.png.jpg",-1.294666227,567.9065156,7.935619227,0.020710226,0.013649399,"empty","EMBO_2012_Group1",1,"empty",90,89,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00089--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"213",213,167,"EMBO_2012_Group4--empty--empty--W0074--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0074--P001--T00090--Z000--C01.ome.png.jpg",-1.304316272,530.6706587,5.511029913,0.01681527,0.010142052,"empty","EMBO_2012_Group4",1,"empty",90,74,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00074--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"214",214,153,"EMBO_2012_Group4--empty--empty--W0076--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0076--P001--T00090--Z000--C01.ome.png.jpg",-1.215575542,512.3986928,5.412017188,0.017722705,0.010341133,"empty","EMBO_2012_Group4",1,"empty",90,76,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00076--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"215",215,129,"EMBO_2012_Group4--empty--empty--W0073--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0073--P001--T00090--Z000--C01.ome.png.jpg",-1.161882521,580.3178295,6.233515503,0.019664031,0.010352119,"empty","EMBO_2012_Group4",1,"empty",90,73,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00073--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"216",216,89,"EMBO_2012_Group4--empty--empty--W0075--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0075--P001--T00090--Z000--C01.ome.png.jpg",-1.133310613,518.7865169,6.067370528,0.023460661,0.011601029,"empty","EMBO_2012_Group4",1,"empty",90,75,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00075--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"217",217,340,"EMBO_2012_Group2--empty--empty--W0058--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0058--P001--T00090--Z000--C01.ome.png.jpg",-1.300824309,594.2647059,5.034004978,0.012293666,0.00833174,"empty","EMBO_2012_Group2",1,"empty",90,58,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00058--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"218",218,250,"EMBO_2012_Group2--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.png.jpg",-1.270430925,621.956,6.008637227,0.015334661,0.009391608,"Scramble","EMBO_2012_Group2",1,"s229174",90,60,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00060--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group2__Scramble"
"219",219,335,"EMBO_2012_Group2--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.png.jpg",-1.388335171,613.2567164,5.57645294,0.012564242,0.008719376,"Scramble","EMBO_2012_Group2",1,"s229174",90,57,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00057--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group2__Scramble"
"220",220,314,"EMBO_2012_Group2--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.png.jpg",-1.365419074,584.7770701,5.449378991,0.013554398,0.009134985,"XWNeg9","EMBO_2012_Group2",1,"s444246",90,59,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00059--s444246--XWNeg9/P00001--s444246--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_s444246","EMBO_2012_Group2__XWNeg9"
"221",221,100,"EMBO_2012_Group4--empty--empty--W0035--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0035--P001--T00090--Z000--C01.ome.png.jpg",-1.22827398,577.76,6.358831074,0.019830468,0.010861351,"empty","EMBO_2012_Group4",1,"empty",90,35,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00035--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"222",222,103,"EMBO_2012_Group4--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.png.jpg",-1.093745176,557.8058252,6.796151383,0.02604997,0.012400722,"Scramble","EMBO_2012_Group4",1,"s229174",90,34,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00034--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group4__Scramble"
"223",223,89,"EMBO_2012_Group4--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.png.jpg",-0.927929888,468.1797753,5.962076757,0.029241779,0.012983771,"CKAP5","EMBO_2012_Group4",1,"s18928",90,36,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00036--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group4__CKAP5"
"224",224,134,"EMBO_2012_Group4--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.png.jpg",-0.942319443,508.880597,5.571563391,0.023595349,0.010961791,"CDC20","EMBO_2012_Group4",1,"sCDC20",90,33,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00033--sCDC20--CDC20/P00001--sCDC20--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_sCDC20","EMBO_2012_Group4__CDC20"
"225",225,462,"EMBO_2012_Group1--empty--empty--W0019--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0019--P001--T00090--Z000--C01.ome.png.jpg",-1.398716156,570.7316017,7.292161554,0.018304346,0.012324346,"empty","EMBO_2012_Group1",1,"empty",90,19,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00019--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"226",226,301,"EMBO_2012_Group1--empty--empty--W0020--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0020--P001--T00090--Z000--C01.ome.png.jpg",-1.393009748,598.8837209,8.25069551,0.020078407,0.013350814,"empty","EMBO_2012_Group1",1,"empty",90,20,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00020--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"227",227,375,"EMBO_2012_Group1--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.png.jpg",-1.321010315,564.3653333,6.99059583,0.017558868,0.011877694,"Scramble","EMBO_2012_Group1",1,"s229174",90,18,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00018--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group1__Scramble"
"228",228,398,"EMBO_2012_Group1--empty--empty--W0017--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0017--P001--T00090--Z000--C01.ome.png.jpg",-1.377401619,549.8819095,7.328560776,0.018871557,0.012806212,"empty","EMBO_2012_Group1",1,"empty",90,17,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00017--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"229",229,106,"EMBO_2012_Group4--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.png.jpg",-0.905057486,494.2075472,6.288636979,0.028119357,0.012930381,"XWNeg9","EMBO_2012_Group4",1,"s444246",90,59,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00059--s444246--XWNeg9/P00001--s444246--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_s444246","EMBO_2012_Group4__XWNeg9"
"230",230,203,"EMBO_2012_Group4--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.png.jpg",-1.091461399,528.7142857,5.532208211,0.01792116,0.010260735,"Scramble","EMBO_2012_Group4",1,"s229174",90,57,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00057--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group4__Scramble"
"231",231,163,"EMBO_2012_Group4--empty--empty--W0058--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0058--P001--T00090--Z000--C01.ome.png.jpg",-1.057643321,569.7423313,6.476222626,0.02456001,0.011426291,"empty","EMBO_2012_Group4",1,"empty",90,58,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00058--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"232",232,235,"EMBO_2012_Group4--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.png.jpg",-1.198280996,590.8170213,6.096561172,0.017459447,0.010039282,"Scramble","EMBO_2012_Group4",1,"s229174",90,60,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00060--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group4__Scramble"
"233",233,224,"EMBO_2012_Group4--empty--empty--W0027--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0027--P001--T00090--Z000--C01.ome.png.jpg",-1.228908755,537.1875,5.2792091,0.015230964,0.00963214,"empty","EMBO_2012_Group4",1,"empty",90,27,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00027--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"234",234,119,"EMBO_2012_Group4--empty--empty--W0025--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0025--P001--T00090--Z000--C01.ome.png.jpg",-1.44741183,604.789916,6.340935473,0.015747048,0.01024222,"empty","EMBO_2012_Group4",1,"empty",90,25,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00025--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"235",235,103,"EMBO_2012_Group4--empty--empty--W0028--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0028--P001--T00090--Z000--C01.ome.png.jpg",-1.302431801,663.7475728,6.849533084,0.017639134,0.010121206,"empty","EMBO_2012_Group4",1,"empty",90,28,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00028--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"236",236,133,"EMBO_2012_Group4--empty--empty--W0026--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0026--P001--T00090--Z000--C01.ome.png.jpg",-1.502789428,521.1503759,4.98878422,0.013819399,0.009379034,"empty","EMBO_2012_Group4",1,"empty",90,26,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00026--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"237",237,256,"EMBO_2012_Group1--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.png.jpg",-1.358340473,561.828125,6.31002727,0.015468788,0.010760459,"Scramble","EMBO_2012_Group1",1,"s229174",90,87,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00087--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group1__Scramble"
"238",238,137,"EMBO_2012_Group1--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.png.jpg",-0.883473019,469.1532847,8.150949986,0.037812859,0.017440387,"CKAP5","EMBO_2012_Group1",1,"s18928",90,88,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00088--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group1__CKAP5"
"239",239,316,"EMBO_2012_Group1--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.png.jpg",-1.170076786,641.9335443,9.449396089,0.023421345,0.014183045,"XWNeg9","EMBO_2012_Group1",1,"XWNeg9",90,85,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00085--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group1__XWNeg9"
"240",240,316,"EMBO_2012_Group1--empty--empty--W0086--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0086--P001--T00090--Z000--C01.ome.png.jpg",-1.35216431,543.4208861,7.226467176,0.019135599,0.012780561,"empty","EMBO_2012_Group1",1,"empty",90,86,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00086--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"241",241,153,"EMBO_2012_Group4--empty--empty--W0038--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0038--P001--T00090--Z000--C01.ome.png.jpg",-1.243465391,526.9934641,5.641826735,0.01761052,0.010464196,"empty","EMBO_2012_Group4",1,"empty",90,38,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00038--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"242",242,237,"EMBO_2012_Group4--s229174--Scramble--W0040--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s229174--Scramble--W0040--P001--T00090--Z000--C01.ome.png.jpg",-1.338958944,519.443038,4.682256039,0.012484716,0.008546483,"Scramble","EMBO_2012_Group4",1,"s229174",90,40,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00040--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group4__Scramble"
"243",243,165,"EMBO_2012_Group4--s4445--ECT2--W0037--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s4445--ECT2--W0037--P001--T00090--Z000--C01.ome.png.jpg",-1.393630881,591.8848485,5.727050939,0.015410235,0.009490383,"ECT2","EMBO_2012_Group4",1,"s4445",90,37,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00037--s4445--ECT2/P00001--s4445--ECT2","/g/EMBO_HTM_2012--cp/images","ECT2_s4445","EMBO_2012_Group4__ECT2"
"244",244,137,"EMBO_2012_Group4--s449--PLK1--W0039--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s449--PLK1--W0039--P001--T00090--Z000--C01.ome.png.jpg",-1.077994448,526.7153285,6.262823459,0.025060664,0.011727401,"PLK1","EMBO_2012_Group4",1,"s449",90,39,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00039--s449--PLK1/P00001--s449--PLK1","/g/EMBO_HTM_2012--cp/images","PLK1_s449","EMBO_2012_Group4__PLK1"
"245",245,120,"EMBO_2012_Group1--s449--PLK1--W0039--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s449--PLK1--W0039--P001--T00090--Z000--C01.ome.png.jpg",-0.836574442,432.2666667,7.891832406,0.040652966,0.018395522,"PLK1","EMBO_2012_Group1",1,"s449",90,39,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00039--s449--PLK1/P00001--s449--PLK1","/g/EMBO_HTM_2012--cp/images","PLK1_s449","EMBO_2012_Group1__PLK1"
"246",246,389,"EMBO_2012_Group1--s4445--ECT2--W0037--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s4445--ECT2--W0037--P001--T00090--Z000--C01.ome.png.jpg",-1.355048046,565.4473008,6.624272385,0.015873102,0.011095925,"ECT2","EMBO_2012_Group1",1,"s4445",90,37,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00037--s4445--ECT2/P00001--s4445--ECT2","/g/EMBO_HTM_2012--cp/images","ECT2_s4445","EMBO_2012_Group1__ECT2"
"247",247,402,"EMBO_2012_Group1--s229174--Scramble--W0040--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s229174--Scramble--W0040--P001--T00090--Z000--C01.ome.png.jpg",-1.265667154,545.2164179,6.632754162,0.017329542,0.01178188,"Scramble","EMBO_2012_Group1",1,"s229174",90,40,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00040--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group1__Scramble"
"248",248,440,"EMBO_2012_Group1--empty--empty--W0038--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0038--P001--T00090--Z000--C01.ome.png.jpg",-1.233694135,532.4704545,7.031307415,0.019373861,0.012856293,"empty","EMBO_2012_Group1",1,"empty",90,38,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00038--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"249",249,196,"EMBO_2012_Group1--s444246--XWNeg9--W0024--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s444246--XWNeg9--W0024--P001--T00090--Z000--C01.ome.png.jpg",-1.167355476,644.6734694,10.10707855,0.029653189,0.015703213,"XWNeg9","EMBO_2012_Group1",1,"s444246",90,24,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00024--s444246--XWNeg9/P00001--s444246--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_s444246","EMBO_2012_Group1__XWNeg9"
"250",250,324,"EMBO_2012_Group1--s21911--CIT--W0021--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s21911--CIT--W0021--P001--T00090--Z000--C01.ome.png.jpg",-1.362361557,632.0092593,9.08378854,0.021011823,0.013832271,"CIT","EMBO_2012_Group1",1,"s21911",90,21,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00021--s21911--CIT/P00001--s21911--CIT","/g/EMBO_HTM_2012--cp/images","CIT_s21911","EMBO_2012_Group1__CIT"
"251",251,226,"EMBO_2012_Group1--empty--empty--W0023--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0023--P001--T00090--Z000--C01.ome.png.jpg",-1.319314641,619.5973451,9.511362441,0.024767694,0.015240756,"empty","EMBO_2012_Group1",1,"empty",90,23,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00023--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"252",252,95,"EMBO_2012_Group1--s17612--AURKB--W0022--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s17612--AURKB--W0022--P001--T00090--Z000--C01.ome.png.jpg",-1.097537178,611.5684211,12.84013821,0.047191811,0.020766813,"AURKB","EMBO_2012_Group1",1,"s17612",90,22,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00022--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group1__AURKB"
"253",253,153,"EMBO_2012_Group4--s7424--INCENP--W0071--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s7424--INCENP--W0071--P001--T00090--Z000--C01.ome.png.jpg",-1.07249571,614.3464052,7.404227218,0.024552063,0.011997528,"INCENP","EMBO_2012_Group4",1,"s7424",90,71,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00071--s7424--INCENP/P00001--s7424--INCENP","/g/EMBO_HTM_2012--cp/images","INCENP_s7424","EMBO_2012_Group4__INCENP"
"254",254,135,"EMBO_2012_Group4--empty--empty--W0069--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0069--P001--T00090--Z000--C01.ome.png.jpg",-1.188092953,550.5037037,6.047382266,0.019808133,0.010686404,"empty","EMBO_2012_Group4",1,"empty",90,69,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00069--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"255",255,154,"EMBO_2012_Group4--empty--empty--W0070--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0070--P001--T00090--Z000--C01.ome.png.jpg",-0.946371843,535.0064935,6.9230397,0.030430165,0.013311246,"empty","EMBO_2012_Group4",1,"empty",90,70,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00070--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"256",256,121,"EMBO_2012_Group4--empty--empty--W0072--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0072--P001--T00090--Z000--C01.ome.png.jpg",-1.016251317,618.4132231,7.167524586,0.025759133,0.011424155,"empty","EMBO_2012_Group4",1,"empty",90,72,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00072--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"257",257,305,"EMBO_2012_Group2--empty--empty--W0002--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0002--P001--T00090--Z000--C01.ome.png.jpg",-2.180880425,662.495082,5.227811269,0.010090718,0.007424605,"empty","EMBO_2012_Group2",1,"empty",90,2,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00002--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"258",258,291,"EMBO_2012_Group2--empty--empty--W0003--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0003--P001--T00090--Z000--C01.ome.png.jpg",-2.071169867,659.5601375,5.228125337,0.010204247,0.007490859,"empty","EMBO_2012_Group2",1,"empty",90,3,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00003--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"259",259,169,"EMBO_2012_Group2--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.png.jpg",-1.590733147,770.2366864,7.734230545,0.018093061,0.009671124,"INCENP","EMBO_2012_Group2",1,"s7424",90,1,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00001--s7424--INCENP/P00001--s7424--INCENP","/g/EMBO_HTM_2012--cp/images","INCENP_s7424","EMBO_2012_Group2__INCENP"
"260",260,269,"EMBO_2012_Group2--empty--empty--W0004--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0004--P001--T00090--Z000--C01.ome.png.jpg",-2.098180985,706.2267658,5.660088124,0.01044444,0.007643778,"empty","EMBO_2012_Group2",1,"empty",90,4,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00004--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
