"","ImageNumber","Count_Nuclei","FileName_Dna","FileName_Overlay","ImageQuality_PowerLogLogSlope_Dna","Mean_Nuclei_AreaShape_Area","Mean_Nuclei_Intensity_IntegratedIntensity_Dna","Mean_Nuclei_Intensity_MaxIntensity_Dna","Mean_Nuclei_Intensity_MeanIntensity_Dna","Metadata_gene","Metadata_plate","Metadata_posNum","Metadata_siRNA","Metadata_timeNum","Metadata_wellNum","PathName_Dna","PathName_Overlay","Metadata_gene_siRNA","Metadata_batch_treatment"
"102",102,411,"EMBO_2012_Group2--empty--empty--W0068--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0068--P001--T00090--Z000--C01.ome.png.jpg",-1.377924476,553.7980535,4.775147387,0.011694933,0.00833624,"empty","EMBO_2012_Group2",1,"empty",90,68,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00068--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"103",103,276,"EMBO_2012_Group2--empty--empty--W0067--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0067--P001--T00090--Z000--C01.ome.png.jpg",-1.544673083,576.3514493,4.869584634,0.011039415,0.007966898,"empty","EMBO_2012_Group2",1,"empty",90,67,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00067--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"104",104,358,"EMBO_2012_Group2--empty--empty--W0066--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0066--P001--T00090--Z000--C01.ome.png.jpg",-1.237094882,527.5167598,5.213294548,0.014391049,0.009525095,"empty","EMBO_2012_Group2",1,"empty",90,66,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00066--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"105",105,102,"EMBO_2012_Group3--empty--empty--W0004--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0004--P001--T00090--Z000--C01.ome.png.jpg",-1.234168488,617.0980392,12.18773571,0.034605671,0.019503245,"empty","EMBO_2012_Group3",1,"empty",90,4,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00004--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"106",106,89,"EMBO_2012_Group3--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.png.jpg",-1.024692592,561.0449438,9.794092597,0.037699223,0.017507455,"INCENP","EMBO_2012_Group3",1,"s7424",90,1,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00001--s7424--INCENP/P00001--s7424--INCENP","/g/EMBO_HTM_2012--cp/images","INCENP_s7424","EMBO_2012_Group3__INCENP"
"107",107,90,"EMBO_2012_Group3--empty--empty--W0003--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0003--P001--T00090--Z000--C01.ome.png.jpg",-1.125742439,536.1222222,9.183654432,0.033029858,0.017422613,"empty","EMBO_2012_Group3",1,"empty",90,3,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00003--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"108",108,106,"EMBO_2012_Group3--empty--empty--W0002--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0002--P001--T00090--Z000--C01.ome.png.jpg",-1.275168418,587.3679245,9.57755261,0.028487581,0.016365362,"empty","EMBO_2012_Group3",1,"empty",90,2,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00002--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"109",109,314,"EMBO_2012_Group3--empty--empty--W0027--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0027--P001--T00090--Z000--C01.ome.png.jpg",-1.235295486,529.1305732,7.527078801,0.021718812,0.013834938,"empty","EMBO_2012_Group3",1,"empty",90,27,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00027--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"110",110,212,"EMBO_2012_Group3--empty--empty--W0028--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0028--P001--T00090--Z000--C01.ome.png.jpg",-1.227888368,582.6556604,9.066222568,0.025321065,0.015152902,"empty","EMBO_2012_Group3",1,"empty",90,28,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00028--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"111",111,273,"EMBO_2012_Group3--empty--empty--W0025--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0025--P001--T00090--Z000--C01.ome.png.jpg",-1.201166864,559.6007326,8.451399999,0.024598784,0.014957209,"empty","EMBO_2012_Group3",1,"empty",90,25,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00025--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"112",112,120,"EMBO_2012_Group3--empty--empty--W0026--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0026--P001--T00090--Z000--C01.ome.png.jpg",-1.262699309,574.9,8.048905108,0.022391981,0.013684653,"empty","EMBO_2012_Group3",1,"empty",90,26,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00026--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"113",113,212,"EMBO_2012_Group4--empty--empty--W0017--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0017--P001--T00090--Z000--C01.ome.png.jpg",-1.544410674,588.1698113,5.606561015,0.01360696,0.009278268,"empty","EMBO_2012_Group4",1,"empty",90,17,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00017--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"114",114,348,"EMBO_2012_Group4--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.png.jpg",-1.503970666,603.8534483,5.395369132,0.011901483,0.00837243,"Scramble","EMBO_2012_Group4",1,"s229174",90,18,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00018--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group4__Scramble"
"115",115,148,"EMBO_2012_Group4--empty--empty--W0020--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0020--P001--T00090--Z000--C01.ome.png.jpg",-1.232515291,591.9391892,6.420764814,0.018932225,0.010629602,"empty","EMBO_2012_Group4",1,"empty",90,20,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00020--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"116",116,270,"EMBO_2012_Group4--empty--empty--W0019--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0019--P001--T00090--Z000--C01.ome.png.jpg",-1.458004068,540.7481481,5.208878157,0.013724084,0.009207741,"empty","EMBO_2012_Group4",1,"empty",90,19,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00019--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"117",117,232,"EMBO_2012_Group4--empty--empty--W0079--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0079--P001--T00090--Z000--C01.ome.png.jpg",-1.284123264,540.4224138,5.19172645,0.014951753,0.009435754,"empty","EMBO_2012_Group4",1,"empty",90,79,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00079--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"118",118,145,"EMBO_2012_Group4--s7903--KIF11--W0078--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s7903--KIF11--W0078--P001--T00090--Z000--C01.ome.png.jpg",-0.939515163,512.8551724,7.176918104,0.03276701,0.014063518,"KIF11","EMBO_2012_Group4",1,"s7903",90,78,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00078--s7903--KIF11/P00001--s7903--KIF11","/g/EMBO_HTM_2012--cp/images","KIF11_s7903","EMBO_2012_Group4__KIF11"
"119",119,121,"EMBO_2012_Group4--empty--empty--W0080--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0080--P001--T00090--Z000--C01.ome.png.jpg",-1.148985138,563.9669421,6.145022693,0.019470638,0.010686861,"empty","EMBO_2012_Group4",1,"empty",90,80,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00080--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"120",120,185,"EMBO_2012_Group4--empty--empty--W0077--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0077--P001--T00090--Z000--C01.ome.png.jpg",-1.064857987,512.6432432,5.497333813,0.018741221,0.010710196,"empty","EMBO_2012_Group4",1,"empty",90,77,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00077--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"121",121,178,"EMBO_2012_Group1--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.png.jpg",-1.354449497,1020.5,14.14928316,0.024392058,0.013574784,"AURKB","EMBO_2012_Group1",1,"s17612",90,52,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00052--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group1__AURKB"
"122",122,435,"EMBO_2012_Group1--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.png.jpg",-1.252886554,549.9517241,7.565284353,0.02011216,0.013201706,"COPB1","EMBO_2012_Group1",1,"s3371",90,50,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00050--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group1__COPB1"
"123",123,464,"EMBO_2012_Group1--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.png.jpg",-1.277357089,558.7435345,6.791243821,0.016968128,0.011500794,"Scramble","EMBO_2012_Group1",1,"s229174",90,49,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00049--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group1__Scramble"
"124",124,372,"EMBO_2012_Group1--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.png.jpg",-1.341478796,574.6397849,6.921162772,0.016951988,0.011634782,"XWNeg9","EMBO_2012_Group1",1,"XWNeg9",90,51,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00051--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group1__XWNeg9"
"125",125,194,"EMBO_2012_Group4--empty--empty--W0066--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0066--P001--T00090--Z000--C01.ome.png.jpg",-1.088737737,538.0051546,5.706540834,0.018360142,0.010371312,"empty","EMBO_2012_Group4",1,"empty",90,66,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00066--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"126",126,209,"EMBO_2012_Group4--empty--empty--W0067--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0067--P001--T00090--Z000--C01.ome.png.jpg",-1.213312877,528.5454545,5.653303767,0.016764052,0.010159473,"empty","EMBO_2012_Group4",1,"empty",90,67,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00067--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"127",127,256,"EMBO_2012_Group4--empty--empty--W0065--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0065--P001--T00090--Z000--C01.ome.png.jpg",-1.270355295,552.78125,5.597677534,0.015340039,0.009752599,"empty","EMBO_2012_Group4",1,"empty",90,65,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00065--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"128",128,151,"EMBO_2012_Group4--empty--empty--W0068--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0068--P001--T00090--Z000--C01.ome.png.jpg",-1.019785044,547.0927152,5.985729846,0.020615147,0.010597456,"empty","EMBO_2012_Group4",1,"empty",90,68,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00068--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"129",129,172,"EMBO_2012_Group4--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.png.jpg",-1.291404431,654.75,6.582428692,0.015902303,0.009960354,"INCENP","EMBO_2012_Group4",1,"s7424",90,42,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00042--s7424--INCENP/P00001--s7424--INCENP","/g/EMBO_HTM_2012--cp/images","INCENP_s7424","EMBO_2012_Group4__INCENP"
"130",130,259,"EMBO_2012_Group4--empty--empty--W0041--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0041--P001--T00090--Z000--C01.ome.png.jpg",-1.209145068,537.2586873,5.243394953,0.016043429,0.009663868,"empty","EMBO_2012_Group4",1,"empty",90,41,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00041--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"131",131,176,"EMBO_2012_Group4--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.png.jpg",-1.258625361,562.3352273,6.284341187,0.019909909,0.010962699,"CKAP5","EMBO_2012_Group4",1,"s18928",90,44,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00044--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group4__CKAP5"
"132",132,190,"EMBO_2012_Group4--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.png.jpg",-1.282021313,564.4105263,5.777408842,0.016133371,0.010117327,"XWNeg9","EMBO_2012_Group4",1,"XWNeg9",90,43,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00043--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group4__XWNeg9"
"133",133,142,"EMBO_2012_Group3--empty--empty--W0089--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0089--P001--T00090--Z000--C01.ome.png.jpg",-1.415258162,582.7605634,8.988643918,0.025440122,0.014925856,"empty","EMBO_2012_Group3",1,"empty",90,89,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00089--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"134",134,69,"EMBO_2012_Group3--empty--empty--W0090--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0090--P001--T00090--Z000--C01.ome.png.jpg",-1.337159182,618.9710145,9.990130361,0.028306595,0.016482893,"empty","EMBO_2012_Group3",1,"empty",90,90,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00090--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"135",135,208,"EMBO_2012_Group3--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.png.jpg",-1.159405855,531.1298077,6.868698086,0.021399161,0.012828185,"Scramble","EMBO_2012_Group3",1,"s229174",90,91,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00091--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group3__Scramble"
"136",136,199,"EMBO_2012_Group3--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.png.jpg",-1.315654179,583.241206,8.703444964,0.023880141,0.014641588,"XWNeg9","EMBO_2012_Group3",1,"XWNeg9",90,92,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00092--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group3__XWNeg9"
"137",137,133,"EMBO_2012_Group4--empty--empty--W0095--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0095--P001--T00090--Z000--C01.ome.png.jpg",-1.133211629,511.1503759,5.60251493,0.019897187,0.010731618,"empty","EMBO_2012_Group4",1,"empty",90,95,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00095--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"138",138,155,"EMBO_2012_Group4--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.png.jpg",-0.984862077,567.2064516,6.349784691,0.021864902,0.010858639,"AURKB","EMBO_2012_Group4",1,"s17612",90,96,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00096--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group4__AURKB"
"139",139,113,"EMBO_2012_Group4--empty--empty--W0093--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0093--P001--T00090--Z000--C01.ome.png.jpg",-1.176895618,583.4070796,6.912324969,0.02291945,0.011648392,"empty","EMBO_2012_Group4",1,"empty",90,93,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00093--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"140",140,85,"EMBO_2012_Group4--s3371--COPB1--W0094--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s3371--COPB1--W0094--P001--T00090--Z000--C01.ome.png.jpg",-1.114345784,525.8823529,6.53173353,0.024749414,0.012407669,"COPB1","EMBO_2012_Group4",1,"s3371",90,94,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00094--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group4__COPB1"
"141",141,115,"EMBO_2012_Group4--s21911--CIT--W0063--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s21911--CIT--W0063--P001--T00090--Z000--C01.ome.png.jpg",-1.158128275,606.6608696,5.921821201,0.017507808,0.009659965,"CIT","EMBO_2012_Group4",1,"s21911",90,63,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00063--s21911--CIT/P00001--s21911--CIT","/g/EMBO_HTM_2012--cp/images","CIT_s21911","EMBO_2012_Group4__CIT"
"142",142,88,"EMBO_2012_Group4--empty--empty--W0061--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0061--P001--T00090--Z000--C01.ome.png.jpg",-1.278172688,586.9431818,6.780928371,0.021784161,0.011640947,"empty","EMBO_2012_Group4",1,"empty",90,61,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00061--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"143",143,267,"EMBO_2012_Group4--empty--empty--W0064--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0064--P001--T00090--Z000--C01.ome.png.jpg",-1.186512161,548.1722846,5.775167063,0.017065932,0.010046717,"empty","EMBO_2012_Group4",1,"empty",90,64,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00064--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"144",144,164,"EMBO_2012_Group4--empty--empty--W0062--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0062--P001--T00090--Z000--C01.ome.png.jpg",-1.131664766,552.7317073,5.928076572,0.01892882,0.010332688,"empty","EMBO_2012_Group4",1,"empty",90,62,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00062--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"145",145,212,"EMBO_2012_Group4--empty--empty--W0045--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0045--P001--T00090--Z000--C01.ome.png.jpg",-1.357666169,615.4811321,6.899931549,0.018403686,0.010775872,"empty","EMBO_2012_Group4",1,"empty",90,45,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00045--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"146",146,163,"EMBO_2012_Group4--empty--empty--W0048--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0048--P001--T00090--Z000--C01.ome.png.jpg",-1.070723334,529.8957055,5.867872939,0.021888745,0.011238638,"empty","EMBO_2012_Group4",1,"empty",90,48,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00048--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"147",147,109,"EMBO_2012_Group4--s21911--CIT--W0047--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s21911--CIT--W0047--P001--T00090--Z000--C01.ome.png.jpg",-1.015108759,533.8990826,7.013135701,0.025967075,0.013061683,"CIT","EMBO_2012_Group4",1,"s21911",90,47,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00047--s21911--CIT/P00001--s21911--CIT","/g/EMBO_HTM_2012--cp/images","CIT_s21911","EMBO_2012_Group4__CIT"
"148",148,188,"EMBO_2012_Group4--empty--empty--W0046--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0046--P001--T00090--Z000--C01.ome.png.jpg",-0.978202502,532.8723404,6.225100909,0.02406689,0.011468999,"empty","EMBO_2012_Group4",1,"empty",90,46,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00046--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"149",149,290,"EMBO_2012_Group4--empty--empty--W0086--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0086--P001--T00090--Z000--C01.ome.png.jpg",-1.150390893,574.3172414,5.885995863,0.016775662,0.01008041,"empty","EMBO_2012_Group4",1,"empty",90,86,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00086--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"150",150,126,"EMBO_2012_Group4--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.png.jpg",-0.98895481,576.6031746,7.162149335,0.027307119,0.012389571,"XWNeg9","EMBO_2012_Group4",1,"XWNeg9",90,85,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00085--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group4__XWNeg9"
"151",151,135,"EMBO_2012_Group4--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.png.jpg",-1.150137482,532.9037037,5.822621504,0.019561503,0.010852531,"CKAP5","EMBO_2012_Group4",1,"s18928",90,88,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00088--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group4__CKAP5"
"152",152,170,"EMBO_2012_Group4--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.png.jpg",-1.391096552,574.2352941,5.963252931,0.015770298,0.009970423,"Scramble","EMBO_2012_Group4",1,"s229174",90,87,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00087--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group4__Scramble"
"153",153,159,"EMBO_2012_Group4--empty--empty--W0089--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0089--P001--T00090--Z000--C01.ome.png.jpg",-1.208394893,593.9874214,5.985082407,0.017900951,0.009885115,"empty","EMBO_2012_Group4",1,"empty",90,89,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00089--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"154",154,102,"EMBO_2012_Group4--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.png.jpg",-1.073948118,550.0098039,6.002319585,0.022131275,0.011134564,"XWNeg9","EMBO_2012_Group4",1,"XWNeg9",90,92,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00092--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group4__XWNeg9"
